TAXONOMY_UID,TAXONOMY_taxon_rank,TAXONOMY_taxon_name,TAXONOMY_superkingdom,TAXONOMY_phylum,TAXONOMY_class,TAXONOMY_order,TAXONOMY_family,TAXONOMY_genus,TAXONOMY_species,TAXONOMY_strain,TAXONOMY_superkingdom_id,TAXONOMY_phylum_id,TAXONOMY_class_id,TAXONOMY_order_id,TAXONOMY_family_id,TAXONOMY_genus_id,TAXONOMY_species_id,TAXONOMY_strain_id,TAXONOMY_taxon_lineage
470,species,Acinetobacter baumannii,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter_baumannii,,2.0,1224.0,1236.0,2887326.0,468.0,469.0,470.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter_baumannii;
2053287,species,Acinetobacter pseudolwoffii,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter_pseudolwoffii,,2.0,1224.0,1236.0,2887326.0,468.0,469.0,2053287.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter_pseudolwoffii;
573,species,Klebsiella pneumoniae,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,,2.0,1224.0,1236.0,91347.0,543.0,570.0,573.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella_pneumoniae;
28901,species,Salmonella enterica,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;
1179777,species,Mycoplasma feriruminatoris,Bacteria,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma_feriruminatoris,,2.0,544448.0,31969.0,2085.0,2092.0,2093.0,1179777.0,-1.0,Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma_feriruminatoris;
90371,species,Salmonella enterica,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;
87883,species,Burkholderia multivorans,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_multivorans,,2.0,1224.0,28216.0,80840.0,119060.0,32008.0,87883.0,-1.0,Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia_multivorans;
223390,species,Ancylobacter polymorphus,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter,Ancylobacter_polymorphus,,2.0,1224.0,28211.0,356.0,335928.0,99.0,223390.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Ancylobacter;Ancylobacter_polymorphus;
1280,species,Staphylococcus aureus,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_aureus,,2.0,1239.0,91061.0,1385.0,90964.0,1279.0,1280.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_aureus;
2491876,strain,Escherichia coli O45:H11,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia_coli,Escherichia_coli_O45:H11,2.0,1224.0,1236.0,91347.0,543.0,561.0,562.0,2491876.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia_coli;Escherichia_coli_O45:H11
28182,species,Leptospira noguchii,Bacteria,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira_noguchii,,2.0,203691.0,203692.0,1643688.0,170.0,171.0,28182.0,-1.0,Bacteria;Spirochaetota;Spirochaetia;Leptospirales;Leptospiraceae;Leptospira;Leptospira_noguchii;
2930198,species,Acinetobacter sp. PK01,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter_sp._PK01,,2.0,1224.0,1236.0,2887326.0,468.0,469.0,2930198.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter_sp._PK01;
450367,species,Peribacillus frigoritolerans,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus_frigoritolerans,,2.0,1239.0,91061.0,1385.0,186817.0,2675229.0,450367.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Peribacillus;Peribacillus_frigoritolerans;
2778550,species,Pectobacterium parvum,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium_parvum,,2.0,1224.0,1236.0,91347.0,1903410.0,122277.0,2778550.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium;Pectobacterium_parvum;
1402135,species,Pseudosulfitobacter pseudonitzschiae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pseudosulfitobacter,Pseudosulfitobacter_pseudonitzschiae,,2.0,1224.0,28211.0,204455.0,2854170.0,2854186.0,1402135.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Pseudosulfitobacter;Pseudosulfitobacter_pseudonitzschiae;
1283,species,Staphylococcus haemolyticus,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_haemolyticus,,2.0,1239.0,91061.0,1385.0,90964.0,1279.0,1283.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_haemolyticus;
424717,species,Shigella flexneri,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella_flexneri,,2.0,1224.0,1236.0,91347.0,543.0,620.0,623.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella_flexneri;
624,species,Shigella sonnei,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella_sonnei,,2.0,1224.0,1236.0,91347.0,543.0,620.0,624.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella_sonnei;
13690,species,Sphingobium yanoikuyae,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium_yanoikuyae,,2.0,1224.0,28211.0,204457.0,41297.0,165695.0,13690.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium_yanoikuyae;
1401,species,Paenibacillus lautus,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_lautus,,2.0,1239.0,91061.0,1385.0,186822.0,44249.0,1401.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus_lautus;
1908,species,Streptomyces globisporus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces_globisporus,,2.0,201174.0,1760.0,85011.0,2062.0,1883.0,1908.0,-1.0,Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces_globisporus;
1243591,strain,Salmonella enterica subsp. enterica serovar Quebec str. S-1267,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,Salmonella_enterica_subsp._enterica_serovar_Quebec_str._S-1267,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,1243591.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;Salmonella_enterica_subsp._enterica_serovar_Quebec_str._S-1267
36818,species,Streptomyces subrutilus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces_subrutilus,,2.0,201174.0,1760.0,85011.0,2062.0,1883.0,36818.0,-1.0,Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces_subrutilus;
67581,species,Streptomyces viridosporus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces_viridosporus,,2.0,201174.0,1760.0,85011.0,2062.0,1883.0,67581.0,-1.0,Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces_viridosporus;
94122,species,Shewanella sp. ANA-3,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella_sp._ANA-3,,2.0,1224.0,1236.0,135622.0,267890.0,22.0,94122.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella_sp._ANA-3;
331272,strain,Burkholderia cenocepacia HI2424,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cenocepacia,Burkholderia_cenocepacia_HI2424,2.0,1224.0,28216.0,80840.0,119060.0,32008.0,95486.0,331272.0,Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia_cenocepacia;Burkholderia_cenocepacia_HI2424
28045,species,Mycobacterium celatum,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium_celatum,,2.0,201174.0,1760.0,85007.0,1762.0,1763.0,28045.0,-1.0,Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium_celatum;
98360,species,Salmonella enterica,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;
1580,species,Levilactobacillus brevis,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus_brevis,,2.0,1239.0,91061.0,186826.0,33958.0,2767886.0,1580.0,-1.0,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus_brevis;
485880,species,Pseudomonas kurunegalensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_kurunegalensis,,2.0,1224.0,1236.0,72274.0,135621.0,286.0,485880.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_kurunegalensis;
72407,species,Klebsiella pneumoniae,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,,2.0,1224.0,1236.0,91347.0,543.0,570.0,573.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella_pneumoniae;
1461024,strain,Bacillus thuringiensis serovar morrisoni str. 4AA1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus_thuringiensis_serovar_morrisoni_str._4AA1,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,1428.0,1461024.0,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_thuringiensis;Bacillus_thuringiensis_serovar_morrisoni_str._4AA1
574,species,Klebsiella pneumoniae,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,,2.0,1224.0,1236.0,91347.0,543.0,570.0,573.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella_pneumoniae;
39831,species,Klebsiella pneumoniae,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,,2.0,1224.0,1236.0,91347.0,543.0,570.0,573.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella_pneumoniae;
665099,species,Cytobacillus oceanisediminis,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Cytobacillus_oceanisediminis,,2.0,1239.0,91061.0,1385.0,186817.0,2675230.0,665099.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus_oceanisediminis;
1352,species,Enterococcus faecium,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecium,,2.0,1239.0,91061.0,186826.0,81852.0,1350.0,1352.0,-1.0,Bacteria;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_faecium;
1148,species,Synechocystis sp. PCC 6803,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis_sp._PCC_6803,,2.0,1117.0,3028117.0,1890424.0,1890428.0,1142.0,1148.0,-1.0,Bacteria;Cyanobacteriota;Cyanophyceae;Synechococcales;Merismopediaceae;Synechocystis;Synechocystis_sp._PCC_6803;
58712,species,Salmonella enterica,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;
260678,species,Salmonella enterica,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;
777,species,Coxiella burnetii,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella_burnetii,,2.0,1224.0,1236.0,118969.0,118968.0,776.0,777.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Coxiella_burnetii;
46867,species,Clostridium chauvoei,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium_chauvoei,,2.0,1239.0,186801.0,186802.0,31979.0,1485.0,46867.0,-1.0,Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium_chauvoei;
1263550,species,Edwardsiella piscicida,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella_piscicida,,2.0,1224.0,1236.0,91347.0,1903412.0,635.0,1263550.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Edwardsiella;Edwardsiella_piscicida;
3153301,species,Methylomonas sp. AM2-LC,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas_sp._AM2-LC,,2.0,1224.0,1236.0,135618.0,403.0,416.0,3153301.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas_sp._AM2-LC;
254839,species,Actinobacillus genomosp. 1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus_genomosp._1,,2.0,1224.0,1236.0,135625.0,712.0,713.0,254839.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus;Actinobacillus_genomosp._1;
374432,species,Methylobacterium tardum,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium_tardum,,2.0,1224.0,28211.0,356.0,119045.0,407.0,374432.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium_tardum;
1282,species,Staphylococcus epidermidis,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis,,2.0,1239.0,91061.0,1385.0,90964.0,1279.0,1282.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_epidermidis;
492670,species,Bacillus velezensis,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_velezensis,,2.0,1239.0,91061.0,1385.0,186817.0,1386.0,492670.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_velezensis;
215813,species,Dinoroseobacter shibae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Dinoroseobacter,Dinoroseobacter_shibae,,2.0,1224.0,28211.0,204455.0,2854170.0,309512.0,215813.0,-1.0,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Dinoroseobacter;Dinoroseobacter_shibae;
76758,species,Pseudomonas orientalis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_orientalis,,2.0,1224.0,1236.0,72274.0,135621.0,286.0,76758.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_orientalis;
1173427,strain,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN000189,2.0,1224.0,1236.0,91347.0,543.0,590.0,28901.0,1173427.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella_enterica;Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN000189
539813,species,Enterobacter mori,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter_mori,,2.0,1224.0,1236.0,91347.0,543.0,547.0,539813.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter_mori;
2849641,species,Helicobacter sp. NHP19-003,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter_sp._NHP19-003,,2.0,29547.0,3031852.0,213849.0,72293.0,209.0,2849641.0,-1.0,Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter_sp._NHP19-003;
2849642,species,Helicobacter sp. NHP19-012,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter_sp._NHP19-012,,2.0,29547.0,3031852.0,213849.0,72293.0,209.0,2849642.0,-1.0,Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter_sp._NHP19-012;
28110,species,Francisella philomiragia,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella_philomiragia,,2.0,1224.0,1236.0,72273.0,34064.0,262.0,28110.0,-1.0,Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;Francisella_philomiragia;
1421,species,Lysinibacillus sphaericus,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus_sphaericus,,2.0,1239.0,91061.0,1385.0,186817.0,400634.0,1421.0,-1.0,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus_sphaericus;
1491,species,Clostridium botulinum,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium_botulinum,,2.0,1239.0,186801.0,186802.0,31979.0,1485.0,1491.0,-1.0,Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium_botulinum;
1502,species,Clostridium perfringens,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium_perfringens,,2.0,1239.0,186801.0,186802.0,31979.0,1485.0,1502.0,-1.0,Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium_perfringens;
137591,species,Weissella cibaria,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella_cibaria,,2.0,1239.0,91061.0,186826.0,33958.0,46255.0,137591.0,-1.0,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella_cibaria;
